age,gender,sleep_hours,screen_time_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
27,Female,6.6,4.6,7.3,1,17,9,8,395,6734,2.9,social,0.697,7.3,44.5,medium,693.4806
34,Male,6.1,5.7,9.2,2,76,5,5,387,2905,3.0,social,0.934,4.6,34.4,low,59.7103
46,Female,6.1,,11.7,7,1,4,7,318,10440,1.2,social,0.984,1.671,40.4,medium,773.8691
36,Male,7.6,8.4,5.8,2,59,4,8,313,6739,0.9,gaming,1.105,2.9,44.1,medium,887.6511
34,Female,5.5,10.0,10.7,5,57,7,2,62,5020,2.2,gaming,1.818,2.14,57.2,medium,768.076
25,Female,6.2,4.9,8.4,7,73,9,2,351,4251,2.9,social,0.79,1.2,41.2,medium,5.8709
38,Female,8.4,6.9,11.0,2,89,6,5,74,1731,1.9,social,0.821,5.5,30.2,low,221.6626
18,Female,5.3,5.0,10.4,1,41,5,9,364,3519,2.6,social,0.943,10.4,40.8,medium,810.2161
33,Male,7.5,6.3,8.9,1,9,5,2,291,6409,0.6,social,0.84,8.9,47.0,medium,453.0368
28,Female,6.0,9.4,11.6,4,50,6,2,222,10334,2.6,gaming,1.567,2.9,51.8,medium,257.7879
35,Male,5.0,6.2,6.6,5,77,10,5,217,10303,0.8,social,1.24,1.32,51.7,medium,964.1317
21,Male,7.9,9.4,5.4,3,64,4,8,169,11354,3.9,study,1.19,1.8,40.2,medium,397.0693
21,Female,8.7,4.1,5.7,7,34,7,2,36,8670,0.3,mixed,0.471,0.814,46.3,medium,231.0729
49,Male,7.8,9.7,4.6,4,29,5,4,236,6042,2.6,gaming,1.244,1.15,59.5,medium,56.6386
49,Male,7.4,8.3,7.2,4,9,6,8,129,8556,2.5,gaming,1.122,1.8,50.0,medium,174.8205
44,Male,7.2,3.8,10.0,7,31,7,2,323,7889,0.1,mixed,0.528,1.429,50.1,medium,584.328
23,Male,6.4,2.7,5.6,5,14,8,5,152,6192,4.8,study,0.422,1.12,47.6,medium,321.9336
30,Male,,3.5,9.8,1,47,4,7,164,8608,4.5,study,0.603,9.8,39.0,low,280.2015
46,Male,5.7,4.4,9.5,3,73,8,5,185,5209,0.6,mixed,0.772,3.167,36.8,low,990.1702
30,Female,5.6,4.7,1.1,5,61,6,2,368,4964,4.2,social,0.839,0.22,51.0,medium,287.7576
43,Female,8.4,4.2,7.7,5,82,4,6,205,7853,2.9,mixed,0.5,1.54,31.3,low,662.9584
37,Male,4.8,7.9,11.0,5,77,9,6,104,9000,1.9,gaming,1.646,2.2,49.8,medium,394.6664
22,Female,8.2,,1.2,6,88,8,5,357,3416,4.6,study,0.28,0.2,36.9,low,996.1615
49,Female,5.4,4.0,3.5,1,43,9,5,20,3185,1.1,mixed,0.741,3.5,69.0,medium,692.4166
22,Male,4.8,1.6,9.8,6,77,8,8,234,8155,1.8,mixed,0.333,1.633,39.6,low,411.0603
54,Male,7.8,2.8,6.6,1,78,8,8,76,7893,2.6,mixed,0.359,6.6,31.3,low,993.9713
33,Male,5.5,5.1,,5,2,8,4,208,9954,3.3,study,0.927,2.0,49.6,medium,313.9247
32,Female,6.6,2.7,6.5,2,41,6,2,387,8980,0.8,mixed,0.409,3.25,44.1,medium,804.536
26,Male,5.9,1.1,9.6,2,33,5,9,378,11398,0.3,mixed,0.186,4.8,39.0,low,98.2052
21,Male,6.0,8.3,3.7,4,38,4,1,197,4881,1.2,gaming,1.383,0.925,60.6,medium,511.7502
50,Other,4.9,1.9,5.4,3,84,5,5,215,9719,2.1,mixed,0.388,1.8,45.9,medium,85.1969
43,Female,,1.7,4.8,5,13,9,1,261,5011,5.0,study,0.23,0.96,54.8,medium,573.8565
46,Female,8.2,3.2,,7,82,6,5,355,4740,4.1,study,0.39,1.471,29.2,low,586.6291
52,Male,5.8,5.7,11.9,7,73,5,8,32,9835,1.7,social,0.983,1.7,30.8,low,514.2484
23,Other,6.5,9.7,,6,74,4,6,213,6743,2.2,gaming,1.492,1.117,46.9,medium,906.1975
30,Female,6.0,4.3,5.4,5,76,9,6,211,2211,1.6,mixed,0.717,1.08,41.6,medium,37.1845
23,Female,5.8,2.1,3.6,7,30,8,8,288,4797,2.8,mixed,0.362,0.514,48.5,medium,291.5993
41,Female,7.7,5.0,10.0,6,70,7,5,115,9326,1.3,social,0.649,1.667,31.7,low,701.2521
49,Other,6.5,4.7,3.2,5,20,4,7,59,10435,4.0,study,0.723,0.64,46.9,medium,322.5955
44,Male,6.7,6.6,5.4,7,36,10,9,306,9048,2.3,social,0.985,0.771,47.4,medium,492.2481
18,Female,,3.9,8.7,4,31,10,7,257,10476,0.8,social,0.65,2.175,47.8,medium,745.3238
49,Male,7.4,,1.1,5,12,10,2,277,2221,0.8,mixed,0.365,0.22,82.7,high,750.148
20,Male,6.4,4.3,10.1,2,51,6,1,198,2102,3.8,study,0.672,5.05,17.6,low,917.1753
21,Male,4.6,2.3,11.4,3,85,4,8,167,10769,2.6,mixed,0.5,3.8,37.6,low,570.9491
50,Other,5.7,3.0,2.5,1,11,9,1,183,1576,0.2,social,0.526,2.5,62.6,medium,100.6276
43,Female,8.0,8.6,9.7,6,66,10,2,127,9198,0.4,gaming,1.075,1.617,50.9,medium,566.8378
35,Male,5.0,7.9,7.6,6,87,4,2,291,8069,4.3,study,1.58,1.267,51.7,medium,405.5508
31,Male,5.0,9.2,8.8,7,40,5,4,8,9914,1.0,gaming,1.84,1.257,70.0,high,906.6291
37,Female,5.8,5.5,10.6,4,1,7,9,175,2517,3.1,study,0.948,2.65,41.8,medium,57.6924
51,Male,5.8,4.6,7.8,6,23,6,5,201,2475,0.9,social,0.793,1.3,47.7,medium,915.7505
24,Female,5.7,9.5,,5,7,8,7,209,2117,1.0,gaming,1.667,0.36,65.8,medium,28.5707
38,Female,8.4,6.9,11.0,2,89,6,5,74,1731,1.9,social,0.821,5.5,30.2,low,443.3535
49,Male,6.2,6.2,9.8,1,30,10,2,217,11886,1.6,social,1.0,9.8,50.9,medium,37.5866
21,Female,7.8,4.9,9.1,3,12,10,8,289,1708,2.3,social,0.628,3.033,45.7,medium,669.6879
51,Female,8.2,4.9,8.4,6,74,10,5,135,5176,3.0,social,0.598,1.4,38.9,low,475.6137
38,Male,6.6,6.8,2.5,7,53,5,3,289,9524,3.1,study,1.03,0.357,48.0,medium,404.2898
21,Female,8.9,,10.0,3,15,6,7,105,2903,4.4,study,0.146,3.333,39.6,low,186.4204
27,Male,7.5,6.2,9.3,6,28,8,8,1,10985,3.7,study,0.827,1.55,37.8,low,385.5925
25,Female,6.1,8.0,4.1,4,28,6,9,235,2054,2.2,gaming,1.311,1.025,71.3,high,255.4723
37,Male,6.6,2.8,1.8,3,67,4,5,292,4681,1.8,mixed,0.424,0.6,40.6,medium,416.7388
48,Female,5.7,4.3,6.0,1,52,4,5,219,5054,0.8,mixed,0.754,6.0,45.3,medium,153.0565
51,Female,5.5,1.7,,5,0,7,3,172,7161,4.5,study,0.309,2.32,48.7,medium,772.99
34,Male,5.1,5.1,2.5,6,33,10,8,282,2465,0.3,social,1.0,0.417,59.6,medium,754.4912
46,Female,6.7,8.0,4.4,7,55,8,3,392,4202,1.0,gaming,1.194,0.629,50.1,medium,775.275
27,Male,8.8,4.8,9.3,1,61,5,7,339,7318,0.6,gaming,0.545,9.3,32.2,low,136.3407
48,Male,6.1,2.9,6.2,4,18,4,4,292,11374,3.0,mixed,0.475,1.55,49.4,medium,4.0659
23,Female,,,8.5,1,31,10,4,213,7997,1.8,gaming,1.92,8.5,70.6,high,551.4859
18,Female,5.6,9.4,6.3,4,15,5,2,218,2261,3.0,gaming,1.679,1.575,89.0,high,569.519
54,Female,7.8,3.1,11.2,5,28,5,8,257,9811,1.8,mixed,0.397,2.24,34.8,low,446.0385
39,Female,8.9,,1.7,7,39,10,9,14,3425,0.2,mixed,0.202,0.243,47.7,medium,536.5363
24,Male,6.0,1.7,5.8,3,73,7,1,380,7182,0.4,mixed,0.283,1.933,43.7,medium,480.6792
35,Male,5.8,6.1,8.5,4,45,5,3,261,10591,1.2,social,1.052,2.125,45.2,medium,955.0008
46,Male,8.4,5.7,5.2,2,28,7,5,388,2445,0.4,social,0.679,2.6,45.0,medium,624.9582
33,Male,7.7,8.8,7.7,6,81,9,4,380,11246,0.4,gaming,1.143,1.283,46.3,medium,607.9899
42,Female,5.7,4.2,7.9,2,61,8,2,243,6684,2.5,mixed,0.737,3.95,44.4,medium,791.3349
38,Male,5.1,2.5,4.4,6,37,5,1,11,8572,0.6,gaming,0.49,0.733,58.2,medium,888.6238
50,Female,14.0,5.9,8.1,4,43,9,8,83,11643,4.6,social,1.204,2.025,50.0,medium,421.8643
40,Male,8.6,3.6,6.2,7,56,7,1,260,8891,4.8,study,0.419,0.886,42.8,medium,71.428
37,Female,8.8,4.6,6.7,2,21,9,5,40,7012,1.3,social,0.523,3.35,47.5,medium,483.6713
40,Male,8.0,7.2,4.4,3,54,9,4,144,3482,4.8,study,0.9,1.467,49.5,medium,142.2424
27,Male,7.0,5.8,3.5,4,0,9,3,36,5394,0.9,social,0.829,0.875,54.4,medium,365.143
52,Female,7.5,8.1,0.5,2,47,6,7,159,9808,3.3,study,1.08,0.25,49.6,medium,457.4109
54,Male,8.9,7.4,3.6,1,15,7,4,172,8798,0.4,gaming,0.831,3.6,69.2,medium,870.9923
39,Male,6.4,8.6,8.2,7,52,9,9,172,11987,1.9,gaming,1.344,1.171,45.9,medium,343.9293
26,Other,9.0,,3.7,5,38,6,3,392,2196,0.3,gaming,0.933,0.74,55.4,medium,374.3704
46,Male,8.7,8.9,3.6,1,76,6,9,49,4858,4.2,study,1.023,3.6,44.5,medium,631.7121
21,Female,5.3,5.3,10.4,7,30,9,4,107,4172,1.9,social,1.0,1.486,50.8,medium,141.9682
50,Female,,5.0,2.0,5,9,9,3,143,7099,2.4,social,0.735,0.4,71.2,high,300.5979
33,Female,6.1,3.0,8.1,5,14,9,2,189,8040,4.8,study,0.492,1.62,67.8,medium,723.2424
30,Female,5.9,4.3,11.4,4,20,8,9,319,5249,4.9,study,0.729,2.85,39.2,low,852.6708
43,Female,5.7,9.7,4.7,1,29,8,8,163,7787,4.6,study,1.702,4.7,72.1,high,242.5755
50,Male,7.6,3.0,4.7,5,57,5,7,148,10341,0.2,mixed,0.395,0.94,38.4,low,955.0792
39,Female,6.4,7.6,2.9,6,57,4,7,358,8733,4.4,study,1.187,0.483,46.7,medium,503.7493
19,Female,8.6,6.9,4.1,4,76,9,7,295,8438,4.9,study,0.802,1.025,41.9,medium,478.5173
51,Female,8.1,5.7,,3,22,9,3,388,2454,4.3,study,0.704,2.267,49.2,medium,304.8823
53,Other,7.6,2.5,7.5,3,32,10,2,213,6386,1.6,mixed,0.329,2.5,50.5,medium,735.4707
20,Female,8.6,9.2,1.1,3,47,6,1,45,5201,4.5,study,1.07,0.367,59.4,medium,6.7363
43,Female,5.5,1.7,1.7,6,80,8,8,311,2761,0.9,gaming,0.309,0.283,42.3,medium,347.2899
53,Male,8.8,9.4,1.7,5,29,6,2,277,8650,1.8,gaming,1.068,0.34,62.4,medium,9.52
20,Female,7.2,5.2,7.8,3,78,8,4,369,4255,4.9,study,0.722,2.6,33.9,low,872.3489
37,Female,6.6,3.8,8.1,1,6,6,8,158,11806,3.2,study,0.576,8.1,40.9,medium,15.9994
36,Male,8.7,5.6,2.0,2,47,5,6,390,8057,1.9,social,0.644,1.0,43.2,medium,80.6065
22,Male,8.7,5.4,10.0,2,68,10,6,243,8086,3.9,study,0.621,5.0,37.1,low,21.0241
54,Female,8.2,5.0,7.4,2,86,8,8,345,4386,4.0,social,0.61,3.7,28.9,low,810.5465
35,Female,5.6,4.5,6.2,5,26,7,2,122,9136,3.6,study,0.804,1.24,53.5,medium,973.3541
54,Female,4.7,1.7,9.2,6,49,9,5,122,3934,3.6,study,0.362,1.533,67.3,medium,548.8989
47,Male,7.5,2.3,2.4,6,64,7,2,144,7825,3.8,study,0.307,0.4,44.2,medium,355.7368
47,Male,4.5,4.2,1.5,3,44,4,1,261,9664,3.0,mixed,0.933,0.5,62.8,medium,380.5267
48,Female,5.8,10.0,9.5,6,21,5,4,371,2854,4.9,study,1.724,1.583,78.0,high,148.0479
31,Female,4.8,8.8,10.7,3,0,10,9,351,11578,1.2,social,1.833,3.567,64.5,medium,156.4609
18,Male,5.8,5.9,5.7,4,27,7,2,380,10598,4.7,study,1.017,1.425,52.5,medium,28.718
42,Male,7.5,3.1,7.6,4,76,4,3,341,8261,3.3,study,0.413,1.9,35.5,low,46.5111
29,Female,7.1,9.5,8.8,1,6,8,3,346,10657,0.2,gaming,1.338,8.8,71.6,high,770.1488
21,Female,8.9,7.1,,4,0,5,6,225,9002,3.9,study,0.798,1.925,47.2,medium,494.7812
22,Male,6.9,3.6,8.7,1,43,7,5,300,11405,1.6,mixed,0.522,8.7,11.3,low,560.5929
54,Female,,6.2,9.8,5,38,8,6,390,5503,1.7,social,0.912,1.96,37.4,low,922.4972
43,Male,5.1,1.3,9.5,1,12,5,8,104,3021,3.4,study,0.255,9.5,49.0,medium,661.4016
37,Female,,1.7,10.0,5,52,6,4,219,3120,2.9,mixed,0.195,2.0,35.9,low,38.4797
29,Female,6.0,1.9,6.7,7,87,9,4,154,11979,1.8,mixed,0.317,0.957,40.1,medium,721.4693
29,Female,7.5,8.7,55.0,5,13,8,5,175,9163,0.1,gaming,1.16,1.94,51.4,medium,389.3252
39,Male,6.1,4.4,0.5,4,12,7,6,233,11521,1.9,mixed,0.721,0.125,51.8,medium,243.5476
28,Other,6.3,5.1,5.1,6,8,5,3,173,3514,1.7,social,0.81,0.85,50.9,medium,997.8095
43,Male,8.7,4.4,0.8,5,12,6,5,339,5050,1.2,mixed,0.506,0.16,50.0,medium,732.7627
21,Male,5.2,1.5,7.7,4,55,7,2,104,3123,2.6,mixed,0.288,1.925,49.3,medium,547.4579
45,Male,7.9,7.2,,3,69,8,1,197,4960,4.0,study,0.911,3.767,38.5,low,794.8835
48,Male,,7.7,1.4,4,54,6,2,102,3527,0.3,gaming,1.638,0.35,64.5,medium,37.6354
23,Female,5.1,1.8,6.9,2,3,5,3,56,4143,5.0,study,0.353,3.45,57.1,medium,47.289
20,Male,8.8,4.3,4.7,5,3,8,3,63,4972,1.0,mixed,0.489,0.94,50.0,medium,524.7801
46,Male,,2.8,0.8,4,53,6,9,86,5772,3.7,study,0.444,0.2,40.6,medium,948.0496
53,Female,6.0,5.0,10.5,7,1,9,6,181,8279,3.3,study,0.833,1.5,46.5,medium,832.2488
26,Male,7.3,7.6,11.0,2,8,6,2,245,10294,0.9,gaming,1.041,5.5,49.0,medium,635.1968
35,Female,6.7,1.6,1.8,3,82,8,4,226,8298,0.3,mixed,0.239,0.6,38.9,low,359.9383
19,Female,7.3,4.2,4.0,1,88,8,5,294,2263,4.8,study,0.575,4.0,35.7,low,129.5955
43,Female,8.9,9.4,11.2,5,57,9,4,222,1765,4.5,study,1.056,2.24,48.5,medium,471.7159
40,Female,4.6,5.4,5.1,4,68,6,1,165,4546,4.0,study,1.174,1.275,55.2,medium,573.367
23,Female,5.2,3.7,3.8,6,84,10,3,193,1821,2.1,mixed,0.712,0.633,53.7,medium,159.7272
43,Male,4.7,8.2,10.2,6,78,10,3,376,10267,3.6,study,1.745,1.7,78.0,high,173.8929
44,Female,7.7,3.9,1.9,1,65,6,7,274,8166,4.1,study,0.506,1.9,43.1,medium,297.7508
45,Female,8.8,9.9,9.6,6,60,6,3,147,8966,4.8,mixed,1.125,1.6,49.6,medium,611.4981
42,Female,7.9,8.5,,4,18,6,8,118,9057,2.5,study,1.076,2.25,48.0,medium,370.5728
41,Female,5.3,4.0,9.3,1,1,6,6,390,5918,1.1,mixed,0.755,9.3,49.8,medium,387.5496
40,Male,6.3,8.8,3.5,6,41,6,8,296,2029,2.3,gaming,1.397,0.583,49.8,medium,480.6444
30,Female,5.7,6.1,2.6,3,49,5,1,40,8847,2.9,social,1.07,0.867,64.0,medium,854.5343
52,Male,6.4,4.8,2.6,5,0,10,4,309,4162,1.1,social,0.75,0.52,57.7,medium,307.8816
47,Male,5.1,5.8,5.5,4,25,9,8,58,10905,0.9,social,1.137,1.375,55.0,medium,211.2133
34,Male,5.1,8.0,1.8,7,6,6,5,287,8046,0.6,gaming,1.569,0.257,66.8,medium,457.4805
45,Other,,4.9,6.2,7,26,7,3,121,2735,1.9,social,1.089,0.886,60.2,medium,846.8202
29,Male,4.7,5.4,3.2,1,56,6,6,245,7457,3.8,study,1.149,3.2,69.4,medium,930.7098
50,Male,7.0,9.8,9.4,3,33,9,2,332,3367,1.2,gaming,1.4,3.133,72.0,high,986.7035
22,Female,5.3,8.5,1.8,4,27,4,9,274,7087,0.8,gaming,1.604,0.45,61.0,medium,181.7969
46,Female,5.4,5.8,5.3,4,22,8,6,226,5533,0.2,social,1.074,1.325,52.7,medium,608.1888
34,Male,7.6,8.0,5.4,2,32,5,5,153,6947,4.3,study,1.053,2.7,51.1,medium,982.5418
25,Female,4.8,6.4,6.4,1,75,5,2,337,3326,3.2,study,1.333,6.4,51.4,medium,300.7113
37,Male,6.8,1.8,2.5,2,69,10,6,379,6099,3.8,study,0.265,1.25,45.3,medium,241.0477
46,Female,5.4,5.5,3.4,6,8,5,3,201,2654,0.7,social,1.019,0.567,59.2,medium,513.8376
51,Female,7.2,1.2,8.3,7,62,10,9,273,5775,3.3,study,0.167,1.186,37.2,low,361.2271
22,Male,6.0,9.2,11.7,7,80,6,4,227,7007,1.1,gaming,1.533,1.671,43.6,medium,833.3751
43,Male,8.5,2.0,10.7,1,17,10,1,298,6137,1.7,mixed,0.235,10.7,50.4,medium,311.765
31,Female,5.6,8.7,10.2,7,75,10,2,359,9004,2.6,mixed,1.554,1.457,70.3,high,531.7492
47,Male,8.8,9.4,3.9,2,86,7,2,306,8203,2.3,gaming,1.068,1.95,51.0,medium,616.7258
49,Male,5.6,2.7,9.6,5,52,10,2,192,6137,4.0,study,0.482,1.92,50.7,medium,262.5153
45,Male,8.2,3.4,5.2,2,66,4,8,156,4222,3.3,study,0.415,2.6,35.2,low,175.036
46,Male,4.9,9.1,4.0,4,47,6,7,337,6522,1.3,gaming,1.857,1.0,63.1,medium,350.7036
47,Male,6.2,5.1,5.8,6,31,7,8,233,5845,1.7,social,0.823,0.967,62.7,medium,752.4574
27,Male,5.1,8.5,6.8,1,23,8,9,367,4751,0.4,gaming,1.667,6.8,58.6,medium,464.7539
18,Female,4.7,5.4,5.9,2,85,7,3,390,11218,2.1,social,1.149,2.95,48.5,medium,626.7698
19,Female,7.9,3.5,10.2,7,7,5,8,203,5467,4.1,study,0.443,1.457,38.4,low,366.2376
49,Male,4.8,3.0,9.0,6,38,6,4,320,11378,1.2,social,0.625,1.5,51.6,medium,446.6376
30,Male,8.7,8.8,2.5,5,5,10,1,147,2117,4.7,social,1.011,0.5,69.8,medium,511.9101
44,Female,5.2,1.6,1.3,1,78,8,1,201,1853,0.5,mixed,0.308,1.3,51.8,medium,627.3661
35,Male,6.0,1.6,1.9,6,82,9,4,349,1681,3.1,study,0.267,0.317,45.4,medium,963.2253
47,Male,6.3,2.7,8.9,6,44,10,3,391,11105,4.3,study,0.429,1.483,47.1,medium,943.3502
42,Female,7.8,7.3,1.9,4,62,7,3,120,10249,2.1,gaming,0.936,0.475,48.1,medium,697.2429
25,Male,6.3,,9.6,6,29,4,4,198,5470,0.5,social,0.46,1.6,42.0,medium,219.2189
34,Female,6.3,2.2,1.2,6,11,10,6,95,11381,2.3,mixed,0.349,0.2,56.4,medium,968.5657
35,Female,6.4,5.3,3.6,7,78,9,7,147,9441,3.8,study,0.828,0.514,39.6,low,812.6915
38,Male,6.7,1.8,6.6,6,72,5,1,167,4647,1.2,mixed,0.269,1.1,39.4,low,453.9346
28,Female,7.5,1.1,6.0,5,80,10,2,329,2849,1.6,mixed,0.147,1.2,43.7,medium,497.4962
54,Male,7.0,4.1,4.3,4,52,7,8,158,4805,0.8,mixed,0.586,1.075,38.8,low,799.7288
19,Male,7.1,5.8,8.9,4,80,6,9,352,3849,1.8,mixed,0.817,2.225,27.2,low,293.9074
38,Male,5.8,8.9,10.2,5,45,4,5,395,6694,3.7,study,1.534,2.04,51.0,medium,292.4624
22,Male,8.1,5.1,6.4,3,34,8,4,185,4406,1.8,social,0.63,2.133,43.5,medium,482.9439
48,Male,7.1,6.1,3.2,7,49,9,1,248,11332,4.7,study,0.859,0.457,51.0,medium,588.6925
31,Male,7.9,4.1,9.5,5,67,5,9,30,5979,0.1,mixed,0.519,1.9,28.8,low,503.5359
52,Female,6.9,4.6,0.9,7,88,8,3,388,8617,0.9,social,0.667,0.129,38.9,low,835.3662
49,Female,4.9,1.1,8.0,4,31,6,5,237,2326,4.0,study,0.224,2.0,52.3,medium,876.2863
35,Female,8.7,7.0,8.9,4,27,7,7,326,7809,1.6,mixed,0.805,2.225,42.3,medium,218.3826
43,Male,5.1,4.2,7.6,4,19,10,2,42,5165,0.9,mixed,0.824,1.9,62.6,medium,237.0041
38,Female,7.1,4.8,11.6,3,34,10,7,212,3325,3.4,study,0.676,3.867,40.3,medium,595.6166
47,Male,7.0,9.0,10.3,7,63,7,2,386,9702,3.9,gaming,1.286,1.471,46.1,medium,245.6698
40,Other,8.3,8.5,3.8,7,31,8,7,0,4234,1.8,gaming,1.024,0.543,69.8,medium,214.0869
37,Female,8.7,6.5,8.2,2,82,7,2,308,9542,3.5,study,0.747,4.1,36.4,low,322.6837
54,Male,7.2,2.5,8.9,5,72,10,2,376,3572,1.7,mixed,0.347,1.78,41.7,medium,708.5981
31,Female,8.9,8.1,7.4,2,43,5,2,37,3484,1.5,gaming,0.91,3.7,26.0,low,759.7584
49,Female,4.8,6.8,8.6,7,10,6,1,216,4629,2.7,social,1.417,1.229,62.0,medium,235.835
37,Female,4.8,9.2,2.0,6,41,10,4,393,2216,1.2,gaming,1.917,0.333,75.4,high,216.3564
19,Male,8.4,5.0,10.3,1,52,10,4,204,8231,4.1,study,0.595,10.3,41.6,medium,361.2026
40,Other,6.6,2.9,9.0,2,21,8,6,58,11078,1.3,mixed,0.439,4.5,40.7,medium,699.6133
27,Female,6.1,4.0,2.5,1,5,5,6,299,1893,0.8,mixed,0.656,2.5,51.8,medium,514.3781
41,Female,6.6,7.3,4.7,7,32,7,5,219,7405,0.1,study,1.106,0.671,49.4,medium,753.1589
42,Male,,9.2,7.1,7,20,9,5,72,11089,4.8,study,1.045,1.014,58.4,medium,275.4832
26,Female,8.5,9.4,8.4,5,19,10,9,95,11694,0.1,gaming,1.106,1.68,56.7,medium,313.1745
43,Male,12.5,5.8,11.5,6,9,6,4,281,2980,4.3,study,0.707,1.917,40.8,medium,111.9429
31,Male,8.7,7.8,9.4,1,43,4,1,106,2506,2.8,gaming,0.897,9.4,47.6,medium,401.2582
32,Male,,9.4,8.9,1,24,5,2,132,2069,1.9,gaming,1.492,8.9,57.6,medium,721.7531
36,Female,5.4,7.1,2.2,4,63,6,1,232,10218,2.5,gaming,1.315,0.55,56.9,medium,584.4293
31,Male,7.8,9.1,3.9,7,87,6,3,178,1976,2.6,gaming,1.167,0.557,48.8,medium,348.4633
33,Female,5.7,1.4,7.3,5,51,9,6,332,9831,0.9,mixed,0.246,1.46,46.0,medium,807.4537
20,Female,6.5,7.3,3.0,5,89,6,1,170,9714,3.4,study,1.123,0.6,45.2,medium,552.6925
21,Female,8.2,6.1,2.4,6,50,10,9,72,1873,1.6,social,0.744,0.4,46.1,medium,438.623
31,Male,4.6,5.7,1.5,3,8,9,2,161,1634,1.2,social,1.239,0.5,69.3,medium,614.0052
19,Male,7.5,8.3,4.6,1,27,5,2,394,4193,3.4,study,1.107,4.6,76.5,high,705.3543
54,Female,15.0,1.4,3.0,5,21,8,4,253,8493,3.5,study,0.255,0.6,75.1,high,937.8097
24,Female,7.3,7.0,3.0,6,45,8,4,230,10790,2.9,mixed,0.959,0.5,49.1,medium,649.0691
49,Female,8.6,3.9,2.7,4,61,5,2,201,4923,1.0,mixed,0.453,0.675,44.7,medium,181.3647
25,Male,5.7,6.4,28.0,3,77,10,6,159,9372,4.5,study,1.123,3.267,42.7,medium,540.7674
28,Male,8.6,8.3,4.7,1,38,5,3,124,10301,2.2,gaming,0.965,4.7,53.9,medium,421.6649
30,Male,7.0,9.2,5.7,1,28,4,6,112,5504,0.3,gaming,1.314,5.7,54.6,medium,734.872
33,Female,8.4,7.0,2.7,7,59,5,2,185,6805,4.0,mixed,0.833,0.386,48.6,medium,544.1705
48,Male,5.4,8.9,9.9,7,69,10,8,111,4228,2.6,gaming,1.648,1.414,72.4,high,5.5346
27,Female,6.4,8.4,6.3,1,0,9,3,323,3134,2.5,study,1.312,6.3,60.1,medium,909.7634
48,Female,6.1,1.0,1.4,6,35,8,1,208,5711,1.4,mixed,0.164,0.233,53.2,medium,744.4377
28,Female,7.5,9.3,8.7,5,66,10,1,106,7794,3.9,study,1.24,1.74,55.5,medium,729.1812
52,Male,5.4,8.5,8.8,2,64,6,5,190,9648,2.5,gaming,1.574,4.4,50.7,medium,857.7992
53,Female,5.9,,3.8,2,36,4,3,43,6708,1.0,mixed,0.712,1.9,51.5,medium,109.6479
24,Female,8.2,9.0,6.9,6,83,6,8,153,10378,4.6,study,1.098,1.15,40.6,medium,781.8522
46,Female,8.9,1.9,3.8,6,5,4,4,243,1759,3.4,study,0.213,0.633,50.0,medium,955.2056
29,Female,7.3,,5.7,1,37,8,8,177,5034,3.2,study,1.288,5.7,51.7,medium,84.8176
32,Female,6.1,1.4,11.2,3,18,8,8,252,6745,2.0,mixed,0.23,3.733,39.4,low,44.695
18,Female,4.8,1.4,2.8,2,50,5,5,185,7973,4.2,study,0.292,1.4,74.1,high,995.9312
23,Male,4.6,5.1,9.2,7,47,10,3,234,4370,2.7,social,1.109,1.314,73.5,high,364.2902
31,Female,7.1,1.3,3.4,1,57,6,1,111,10983,2.7,mixed,0.183,3.4,46.0,medium,336.1796
54,Other,8.9,3.5,5.1,4,81,9,8,194,2514,1.5,mixed,0.393,1.275,17.3,low,9.7332
27,Female,5.8,2.6,8.7,4,41,5,7,275,1822,2.9,mixed,0.448,2.175,41.4,medium,236.9672
28,Male,4.7,1.8,5.5,5,45,10,3,344,2528,4.5,study,0.383,1.1,62.2,medium,107.5733
39,Male,5.4,8.2,7.7,3,33,10,2,370,4634,0.2,gaming,1.519,2.567,48.6,medium,211.8513
34,Male,8.2,5.7,5.3,2,85,4,9,173,4481,1.6,social,0.695,2.65,26.6,low,259.8164
28,Female,8.1,1.6,6.7,4,63,5,4,145,6859,4.5,study,0.198,1.675,37.9,low,264.3342
50,Female,7.1,6.9,9.0,5,43,7,5,109,11255,2.2,social,0.972,1.8,40.9,medium,666.9783
35,Female,7.7,3.6,6.2,5,51,8,9,264,9003,4.7,study,0.468,1.24,35.7,low,206.0141
50,Male,7.2,9.7,4.1,7,54,8,3,248,9715,1.8,gaming,1.347,0.586,56.6,medium,612.0632
42,Female,5.7,9.3,5.2,5,17,8,6,131,4098,4.3,study,1.632,1.04,63.2,medium,976.553
45,Female,7.3,4.3,4.4,6,51,5,1,262,7190,3.0,mixed,0.589,0.733,24.4,low,430.2821
33,Male,6.8,5.8,9.8,2,3,10,2,327,2794,4.9,study,0.853,4.9,50.8,medium,728.9249
53,Female,5.9,4.3,6.1,2,10,10,6,373,7961,0.0,mixed,0.729,3.05,55.5,medium,865.1705
40,Female,8.7,1.9,,1,83,8,1,172,3303,3.5,study,0.218,1.9,41.8,medium,142.5455
42,Male,5.2,1.7,7.9,3,37,9,7,220,6235,2.2,mixed,0.327,2.633,50.3,medium,287.5736
